OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
1566,53033029306,"Census Tract 293.06, King County, Washington",3368,105718700,31389,5Y15,King County Balance,,,,,293.06
1567,53033029307,"Census Tract 293.07, King County, Washington",4264,134152700,31462,5Y15,King County Balance,,,,,293.07
1568,53033029403,"Census Tract 294.03, King County, Washington",5707,150526300,26376,5Y15,King County Balance,,,,,294.03
1569,53033029405,"Census Tract 294.05, King County, Washington",5781,166913500,28873,5Y15,King County Balance,,,,,294.05
1570,53033029406,"Census Tract 294.06, King County, Washington",5171,171642300,33193,5Y15,King County Balance,,,,,294.06
1571,53033029407,"Census Tract 294.07, King County, Washington",4591,95517000,20805,5Y15,King County Balance,,,,,294.07
1572,53033029408,"Census Tract 294.08, King County, Washington",4246,87565500,20623,5Y15,King County Balance,,,,,294.08
1573,53033029502,"Census Tract 295.02, King County, Washington",6895,185584300,26916,5Y15,King County Balance,,,,,295.02
1574,53033029503,"Census Tract 295.03, King County, Washington",8780,149100000,16982,5Y15,King County Balance,,,,,295.03
1575,53033029504,"Census Tract 295.04, King County, Washington",6600,139801900,21182,5Y15,King County Balance,,,,,295.04
1576,53033029601,"Census Tract 296.01, King County, Washington",6555,155778000,23765,5Y15,King County Balance,,,,,296.01
1577,53033029602,"Census Tract 296.02, King County, Washington",5624,187668200,33369,5Y15,King County Balance,,,,,296.02
1578,53033029700,"Census Tract 297, King County, Washington",8290,188224600,22705,5Y15,King County Balance,,,,,297
1579,53033029801,"Census Tract 298.01, King County, Washington",8793,261247300,29711,5Y15,King County Balance,,,,,298.01
1580,53033029802,"Census Tract 298.02, King County, Washington",8120,303811400,37415,5Y15,King County Balance,,,,,298.02
1581,53033029901,"Census Tract 299.01, King County, Washington",4947,131772700,26637,5Y15,King County Balance,,,,,299.01
1582,53033029902,"Census Tract 299.02, King County, Washington",4235,150045500,35430,5Y15,King County Balance,,,,,299.02
1583,53033030003,"Census Tract 300.03, King County, Washington",6432,187554800,29160,5Y15,King County Balance,,,,,300.03
1584,53033030004,"Census Tract 300.04, King County, Washington",8106,159324200,19655,5Y15,King County Balance,,,,,300.04
1585,53033030005,"Census Tract 300.05, King County, Washington",5315,110312900,20755,5Y15,King County Balance,,,,,300.05
1586,53033030006,"Census Tract 300.06, King County, Washington",3884,73270000,18865,5Y15,King County Balance,,,,,300.06
1587,53033030100,"Census Tract 301, King County, Washington",7790,331640300,42573,5Y15,King County Balance,,,,,301
1588,53033030201,"Census Tract 302.01, King County, Washington",5212,133859700,25683,5Y15,King County Balance,,,,,302.01
1589,53033030202,"Census Tract 302.02, King County, Washington",6219,148331700,23851,5Y15,King County Balance,,,,,302.02
1590,53033030304,"Census Tract 303.04, King County, Washington",3142,103441100,32922,5Y15,King County Balance,,,,,303.04
1591,53033030305,"Census Tract 303.05, King County, Washington",5376,171681100,31935,5Y15,King County Balance,,,,,303.05
1592,53033030306,"Census Tract 303.06, King County, Washington",5812,201295000,34634,5Y15,King County Balance,,,,,303.06
1593,53033030308,"Census Tract 303.08, King County, Washington",6755,177345600,26254,5Y15,King County Balance,,,,,303.08
1594,53033030309,"Census Tract 303.09, King County, Washington",6151,205862700,33468,5Y15,King County Balance,,,,,303.09
1595,53033030310,"Census Tract 303.10, King County, Washington",5519,157342100,28509,5Y15,King County Balance,,,,,303.1
1596,53033030311,"Census Tract 303.11, King County, Washington",5659,140848000,24889,5Y15,King County Balance,,,,,303.11
1597,53033030312,"Census Tract 303.12, King County, Washington",4946,139488600,28202,5Y15,King County Balance,,,,,303.12
1598,53033030313,"Census Tract 303.13, King County, Washington",3864,87405900,22621,5Y15,King County Balance,,,,,303.13
1599,53033030314,"Census Tract 303.14, King County, Washington",4426,99953800,22583,5Y15,King County Balance,,,,,303.14
1600,53033030401,"Census Tract 304.01, King County, Washington",9015,250685300,27808,5Y15,King County Balance,,,,,304.01
1601,53033030403,"Census Tract 304.03, King County, Washington",4469,152590000,34144,5Y15,King County Balance,,,,,304.03
1602,53033030404,"Census Tract 304.04, King County, Washington",4867,142899700,29361,5Y15,King County Balance,,,,,304.04
1603,53033030501,"Census Tract 305.01, King County, Washington",1734,34885000,20118,5Y15,King County Balance,,,,,305.01
1604,53033030503,"Census Tract 305.03, King County, Washington",5661,121737600,21505,5Y15,King County Balance,,,,,305.03
1605,53033030504,"Census Tract 305.04, King County, Washington",4302,113809200,26455,5Y15,King County Balance,,,,,305.04
1606,53033030600,"Census Tract 306, King County, Washington",5544,127958700,23081,5Y15,King County Balance,,,,,306
1607,53033030700,"Census Tract 307, King County, Washington",3868,77967600,20157,5Y15,King County Balance,,,,,307
1608,53033030801,"Census Tract 308.01, King County, Washington",7373,108067500,14657,5Y15,King County Balance,,,,,308.01
1609,53033030802,"Census Tract 308.02, King County, Washington",3835,80862300,21085,5Y15,King County Balance,,,,,308.02
1610,53033030901,"Census Tract 309.01, King County, Washington",3647,79817500,21886,5Y15,King County Balance,,,,,309.01
1611,53033030902,"Census Tract 309.02, King County, Washington",6002,124201900,20693,5Y15,King County Balance,,,,,309.02
1612,53033031000,"Census Tract 310, King County, Washington",3805,155987900,40996,5Y15,King County Balance,,,,,310
1613,53033031100,"Census Tract 311, King County, Washington",6861,166968300,24336,5Y15,King County Balance,,,,,311
1614,53033031202,"Census Tract 312.02, King County, Washington",6151,223487900,36334,5Y15,King County Balance,,,,,312.02
1615,53033031204,"Census Tract 312.04, King County, Washington",5780,259893000,44964,5Y15,King County Balance,,,,,312.04
1616,53033031205,"Census Tract 312.05, King County, Washington",6738,199706000,29639,5Y15,King County Balance,,,,,312.05
1617,53033031206,"Census Tract 312.06, King County, Washington",5143,131590500,25586,5Y15,King County Balance,,,,,312.06
1618,53033031301,"Census Tract 313.01, King County, Washington",2781,96427500,34674,5Y15,King County Balance,,,,,313.01
1619,53033031302,"Census Tract 313.02, King County, Washington",4017,122574700,30514,5Y15,King County Balance,,,,,313.02
1620,53033031400,"Census Tract 314, King County, Washington",6053,157808000,26071,5Y15,King County Balance,,,,,314
1621,53033031501,"Census Tract 315.01, King County, Washington",4285,154339300,36019,5Y15,King County Balance,,,,,315.01
1622,53033031502,"Census Tract 315.02, King County, Washington",4287,153349600,35771,5Y15,King County Balance,,,,,315.02
1623,53033031601,"Census Tract 316.01, King County, Washington",5384,216782900,40264,5Y15,King County Balance,,,,,316.01
1624,53033031603,"Census Tract 316.03, King County, Washington",5997,219133800,36541,5Y15,King County Balance,,,,,316.03
1625,53033031604,"Census Tract 316.04, King County, Washington",5468,189639900,34682,5Y15,King County Balance,,,,,316.04
1626,53033031605,"Census Tract 316.05, King County, Washington",3703,137687400,37183,5Y15,King County Balance,,,,,316.05
1627,53033031703,"Census Tract 317.03, King County, Washington",6719,290987800,43308,5Y15,King County Balance,,,,,317.03
1628,53033031704,"Census Tract 317.04, King County, Washington",5383,169014200,31398,5Y15,King County Balance,,,,,317.04
1629,53033031705,"Census Tract 317.05, King County, Washington",4202,154892200,36862,5Y15,King County Balance,,,,,317.05
1630,53033031706,"Census Tract 317.06, King County, Washington",6699,202182500,30181,5Y15,King County Balance,,,,,317.06
1631,53033031800,"Census Tract 318, King County, Washington",4640,197919300,42655,5Y15,King County Balance,,,,,318
1632,53033031903,"Census Tract 319.03, King County, Washington",6642,257056800,38702,5Y15,King County Balance,,,,,319.03
1633,53033031904,"Census Tract 319.04, King County, Washington",3486,134137000,38479,5Y15,King County Balance,,,,,319.04
1634,53033031906,"Census Tract 319.06, King County, Washington",3813,180166600,47251,5Y15,King County Balance,,,,,319.06
1635,53033031907,"Census Tract 319.07, King County, Washington",7735,297870700,38509,5Y15,King County Balance,,,,,319.07
1636,53033031908,"Census Tract 319.08, King County, Washington",4595,153007000,33299,5Y15,King County Balance,,,,,319.08
1637,53033031909,"Census Tract 319.09, King County, Washington",3227,134603100,41712,5Y15,King County Balance,,,,,319.09
1638,53033032002,"Census Tract 320.02, King County, Washington",3373,124622400,36947,5Y15,King County Balance,,,,,320.02
1639,53033032003,"Census Tract 320.03, King County, Washington",5148,212087100,41198,5Y15,King County Balance,,,,,320.03
1640,53033032005,"Census Tract 320.05, King County, Washington",7160,209074500,29200,5Y15,King County Balance,,,,,320.05
1641,53033032006,"Census Tract 320.06, King County, Washington",4567,195145300,42729,5Y15,King County Balance,,,,,320.06
1642,53033032007,"Census Tract 320.07, King County, Washington",3611,155370100,43027,5Y15,King County Balance,,,,,320.07
1643,53033032008,"Census Tract 320.08, King County, Washington",4253,145619200,34239,5Y15,King County Balance,,,,,320.08
1644,53033032010,"Census Tract 320.10, King County, Washington",5508,220470900,40027,5Y15,King County Balance,,,,,320.1
1645,53033032011,"Census Tract 320.11, King County, Washington",4470,170323400,38104,5Y15,King County Balance,,,,,320.11
1646,53033032102,"Census Tract 321.02, King County, Washington",5063,217433100,42946,5Y15,King County Balance,,,,,321.02
1647,53033032103,"Census Tract 321.03, King County, Washington",4347,187655700,43169,5Y15,King County Balance,,,,,321.03
1648,53033032104,"Census Tract 321.04, King County, Washington",5985,273363900,45675,5Y15,King County Balance,,,,,321.04
1649,53033032203,"Census Tract 322.03, King County, Washington",7530,439647400,58386,5Y15,King County Balance,,,,,322.03
1650,53033032207,"Census Tract 322.07, King County, Washington",3300,219979700,66661,5Y15,King County Balance,,,,,322.07
1651,53033032208,"Census Tract 322.08, King County, Washington",8766,446998100,50992,5Y15,King County Balance,,,,,322.08
1652,53033032210,"Census Tract 322.10, King County, Washington",12302,597374400,48559,5Y15,King County Balance,,,,,322.1
1653,53033032211,"Census Tract 322.11, King County, Washington",4951,232102500,46880,5Y15,King County Balance,,,,,322.11
1654,53033032212,"Census Tract 322.12, King County, Washington",8608,399595600,46421,5Y15,King County Balance,,,,,322.12
1655,53033032213,"Census Tract 322.13, King County, Washington",4587,254110200,55398,5Y15,King County Balance,,,,,322.13
1656,53033032214,"Census Tract 322.14, King County, Washington",6347,374993700,59082,5Y15,King County Balance,,,,,322.14
1657,53033032215,"Census Tract 322.15, King County, Washington",5276,350717400,66474,5Y15,King County Balance,,,,,322.15
1658,53033032307,"Census Tract 323.07, King County, Washington",6727,383772700,57050,5Y15,King County Balance,,,,,323.07
1659,53033032309,"Census Tract 323.09, King County, Washington",6592,374879000,56869,5Y15,King County Balance,,,,,323.09
1660,53033032311,"Census Tract 323.11, King County, Washington",5898,348593700,59104,5Y15,King County Balance,,,,,323.11
1661,53033032313,"Census Tract 323.13, King County, Washington",6704,279768800,41732,5Y15,King County Balance,,,,,323.13
1662,53033032315,"Census Tract 323.15, King County, Washington",5291,321848700,60829,5Y15,King County Balance,,,,,323.15
1663,53033032316,"Census Tract 323.16, King County, Washington",5769,365560400,63366,5Y15,King County Balance,,,,,323.16
1664,53033032317,"Census Tract 323.17, King County, Washington",6303,325179800,51591,5Y15,King County Balance,,,,,323.17
1665,53033032318,"Census Tract 323.18, King County, Washington",5797,314783500,54301,5Y15,King County Balance,,,,,323.18
1666,53033032319,"Census Tract 323.19, King County, Washington",5027,233790800,46507,5Y15,King County Balance,,,,,323.19
1667,53033032320,"Census Tract 323.20, King County, Washington",4682,348647500,74466,5Y15,King County Balance,,,,,323.2
1668,53033032321,"Census Tract 323.21, King County, Washington",5256,380602600,72413,5Y15,King County Balance,,,,,323.21
1669,53033032322,"Census Tract 323.22, King County, Washington",3621,218691000,60395,5Y15,King County Balance,,,,,323.22
1670,53033032323,"Census Tract 323.23, King County, Washington",5666,354461700,62559,5Y15,King County Balance,,,,,323.23
1671,53033032324,"Census Tract 323.24, King County, Washington",5317,225819400,42471,5Y15,King County Balance,,,,,323.24
1672,53033032325,"Census Tract 323.25, King County, Washington",5114,266425000,52097,5Y15,King County Balance,,,,,323.25
1673,53033032326,"Census Tract 323.26, King County, Washington",4272,274870300,64342,5Y15,King County Balance,,,,,323.26
1674,53033032327,"Census Tract 323.27, King County, Washington",3995,300146900,75131,5Y15,King County Balance,,,,,323.27
1675,53033032328,"Census Tract 323.28, King County, Washington",3376,206618400,61202,5Y15,King County Balance,,,,,323.28
1676,53033032329,"Census Tract 323.29, King County, Washington",8697,478271500,54993,5Y15,King County Balance,,,,,323.29
1677,53033032401,"Census Tract 324.01, King County, Washington",5733,239551300,41785,5Y15,King County Balance,,,,,324.01
1678,53033032402,"Census Tract 324.02, King County, Washington",6377,302178800,47386,5Y15,King County Balance,,,,,324.02
1679,53033032500,"Census Tract 325, King County, Washington",5399,244683800,45320,5Y15,King County Balance,,,,,325
1680,53033032601,"Census Tract 326.01, King County, Washington",2624,102185500,38943,5Y15,King County Balance,,,,,326.01
1681,53033032602,"Census Tract 326.02, King County, Washington",12602,609975200,48403,5Y15,King County Balance,,,,,326.02
1682,53033032702,"Census Tract 327.02, King County, Washington",6775,325148700,47992,5Y15,King County Balance,,,,,327.02
1683,53033032703,"Census Tract 327.03, King County, Washington",2262,81043900,35828,5Y15,King County Balance,,,,,327.03
1684,53033032704,"Census Tract 327.04, King County, Washington",6535,250633900,38353,5Y15,King County Balance,,,,,327.04
1685,53033032800,"Census Tract 328, King County, Washington",2352,106929100,45463,5Y15,King County Balance,,,,,328
1686,53033000101,"Census Tract 1.01, King County, Washington",3502,150218300,42895,5Y21,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.01
1687,53033000102,"Census Tract 1.02, King County, Washington",4407,250385100,56815,5Y21,Seattle,8.3,8,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.02
1688,53033000201,"Census Tract 2.01, King County, Washington",4551,299797300,65875,5Y21,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.01
1689,53033000202,"Census Tract 2.02, King County, Washington",4499,179926900,39993,5Y21,Seattle,8.2,8,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.02
1690,53033000300,"Census Tract 3, King County, Washington",2845,152509100,53606,5Y21,Seattle,9.5,9,Haller Lake,"Haller Lake, Pinehurst",3
1691,53033000402,"Census Tract 4.02, King County, Washington",5320,330132500,62055,5Y21,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
1692,53033000403,"Census Tract 4.03, King County, Washington",3184,142155000,44647,5Y21,Seattle,9.1,9,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.03
